rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
28,USA,USA,782.0,782.0,0.0,CONCACAF,2013-01-17
28,USA,USA,782.0,776.0,-1.0,CONCACAF,2012-12-19
27,USA,USA,776.0,720.0,5.0,CONCACAF,2012-11-07
32,USA,USA,720.0,697.0,1.0,CONCACAF,2012-10-03
33,USA,USA,697.0,672.0,3.0,CONCACAF,2012-09-05
36,USA,USA,672.0,687.0,0.0,CONCACAF,2012-08-08
36,USA,USA,687.0,767.0,-8.0,CONCACAF,2012-07-04
28,USA,USA,767.0,779.0,1.0,CONCACAF,2012-06-06
29,USA,USA,779.0,779.0,0.0,CONCACAF,2012-05-09
29,USA,USA,779.0,772.0,-2.0,CONCACAF,2012-04-11
27,USA,USA,772.0,750.0,4.0,CONCACAF,2012-03-07
31,USA,USA,750.0,721.0,2.0,CONCACAF,2012-02-15
33,USA,USA,721.0,721.0,1.0,CONCACAF,2012-01-18
34,USA,USA,721.0,721.0,0.0,CONCACAF,2011-12-21
34,USA,USA,721.0,720.0,0.0,CONCACAF,2011-11-23
34,USA,USA,720.0,741.0,-3.0,CONCACAF,2011-10-19
31,USA,USA,741.0,791.0,-3.0,CONCACAF,2011-09-21
28,USA,USA,791.0,777.0,2.0,CONCACAF,2011-08-24
30,USA,USA,778.0,799.0,-6.0,CONCACAF,2011-07-27
24,USA,USA,798.0,855.0,-2.0,CONCACAF,2011-06-29
22,USA,USA,855.0,855.0,0.0,CONCACAF,2011-05-18
22,USA,USA,855.0,894.0,-3.0,CONCACAF,2011-04-13
19,USA,USA,894.0,869.0,-1.0,CONCACAF,2011-03-09
18,USA,USA,869.0,867.0,0.0,CONCACAF,2011-02-02
18,USA,USA,867.0,867.0,0.0,CONCACAF,2011-01-12
18,USA,USA,867.0,847.0,6.0,CONCACAF,2010-12-15
24,USA,USA,847.0,838.0,1.0,CONCACAF,2010-11-17
25,USA,USA,838.0,899.0,-7.0,CONCACAF,2010-10-20
18,USA,USA,899.0,931.0,0.0,CONCACAF,2010-09-15
18,USA,USA,931.0,969.0,-5.0,CONCACAF,2010-08-11
13,USA,USA,969.0,957.0,1.0,CONCACAF,2010-07-14
14,USA,USA,957.0,950.0,0.0,CONCACAF,2010-05-26
14,USA,USA,950.0,948.0,2.0,CONCACAF,2010-04-28
16,USA,USA,948.0,954.0,2.0,CONCACAF,2010-03-31
18,USA,USA,954.0,963.0,-4.0,CONCACAF,2010-03-03
14,USA,USA,963.0,980.0,0.0,CONCACAF,2010-02-03
14,USA,USA,980.0,980.0,0.0,CONCACAF,2009-12-16
14,USA,USA,980.0,1025.0,-3.0,CONCACAF,2009-11-20
11,USA,USA,1025.0,974.0,0.0,CONCACAF,2009-10-16
11,USA,USA,974.0,991.0,1.0,CONCACAF,2009-09-02
12,USA,USA,991.0,983.0,0.0,CONCACAF,2009-08-05
12,USA,USA,983.0,947.0,2.0,CONCACAF,2009-07-01
14,USA,USA,947.0,919.0,1.0,CONCACAF,2009-06-03
15,USA,USA,919.0,919.0,0.0,CONCACAF,2009-05-06
15,USA,USA,919.0,896.0,2.0,CONCACAF,2009-04-08
17,USA,USA,896.0,858.0,3.0,CONCACAF,2009-03-11
20,USA,USA,858.0,853.0,2.0,CONCACAF,2009-02-11
22,USA,USA,853.0,853.0,0.0,CONCACAF,2009-01-14
22,USA,USA,853.0,834.0,2.0,CONCACAF,2008-12-17
24,USA,USA,834.0,861.0,-3.0,CONCACAF,2008-11-12
21,USA,USA,861.0,788.0,7.0,CONCACAF,2008-10-08
28,USA,USA,788.0,767.0,3.0,CONCACAF,2008-09-03
31,USA,USA,767.0,780.0,-1.0,CONCACAF,2008-08-06
30,USA,USA,780.0,874.0,-9.0,CONCACAF,2008-07-02
21,USA,USA,874.0,889.0,0.0,CONCACAF,2008-06-04
21,USA,USA,889.0,889.0,0.0,CONCACAF,2008-05-07
21,USA,USA,889.0,837.0,7.0,CONCACAF,2008-04-09
28,USA,USA,837.0,852.0,-2.0,CONCACAF,2008-03-12
26,USA,USA,852.0,876.0,-6.0,CONCACAF,2008-02-13
20,USA,USA,876.0,876.0,-1.0,CONCACAF,2008-01-16
19,USA,USA,876.0,876.0,0.0,CONCACAF,2007-12-17
19,USA,USA,876.0,886.0,-1.0,CONCACAF,2007-11-22
18,USA,USA,886.0,897.0,0.0,CONCACAF,2007-10-24
18,USA,USA,897.0,985.0,-1.0,CONCACAF,2007-09-19
17,USA,USA,985.0,1036.0,-3.0,CONCACAF,2007-08-22
14,USA,USA,1036.0,978.0,2.0,CONCACAF,2007-07-18
16,USA,USA,978.0,785.0,13.0,CONCACAF,2007-06-13
29,USA,USA,785.0,782.0,0.0,CONCACAF,2007-05-16
29,USA,USA,782.0,745.0,1.0,CONCACAF,2007-04-18
30,USA,USA,745.0,783.0,-2.0,CONCACAF,2007-03-14
28,USA,USA,783.0,792.0,3.0,CONCACAF,2007-02-14
31,USA,USA,792.0,792.0,0.0,CONCACAF,2007-01-17
31,USA,USA,792.0,792.0,0.0,CONCACAF,2006-12-18
31,USA,USA,792.0,787.0,-2.0,CONCACAF,2006-11-22
29,USA,USA,787.0,805.0,0.0,CONCACAF,2006-10-18
29,USA,USA,805.0,848.0,-6.0,CONCACAF,2006-09-13
23,USA,USA,848.0,933.0,-7.0,CONCACAF,2006-08-16
16,USA,USA,933.0,756.0,-11.0,CONCACAF,2006-07-12
5,USA,USA,756.0,760.0,-1.0,CONCACAF,2006-05-17
4,USA,USA,760.0,764.0,1.0,CONCACAF,2006-04-19
5,USA,USA,764.0,765.0,1.0,CONCACAF,2006-03-15
6,USA,USA,765.0,767.0,1.0,CONCACAF,2006-02-15
7,USA,USA,767.0,767.0,1.0,CONCACAF,2006-01-18
8,USA,USA,767.0,766.0,0.0,CONCACAF,2005-12-16
8,USA,USA,766.0,768.0,-1.0,CONCACAF,2005-11-21
7,USA,USA,768.0,768.0,0.0,CONCACAF,2005-10-17
7,USA,USA,768.0,768.0,-1.0,CONCACAF,2005-09-12
6,USA,USA,768.0,765.0,0.0,CONCACAF,2005-08-17
6,USA,USA,765.0,744.0,4.0,CONCACAF,2005-07-20
10,USA,USA,744.0,734.0,0.0,CONCACAF,2005-06-15
10,USA,USA,734.0,735.0,0.0,CONCACAF,2005-05-18
10,USA,USA,735.0,736.0,0.0,CONCACAF,2005-04-20
10,USA,USA,736.0,731.0,1.0,CONCACAF,2005-03-23
11,USA,USA,731.0,726.0,0.0,CONCACAF,2005-02-16
11,USA,USA,726.0,726.0,0.0,CONCACAF,2005-01-19
11,USA,USA,726.0,728.0,0.0,CONCACAF,2004-12-20
11,USA,USA,728.0,717.0,0.0,CONCACAF,2004-11-10
11,USA,USA,717.0,717.0,-1.0,CONCACAF,2004-10-06
10,USA,USA,717.0,719.0,0.0,CONCACAF,2004-09-01
10,USA,USA,719.0,735.0,-3.0,CONCACAF,2004-08-04
7,USA,USA,735.0,724.0,2.0,CONCACAF,2004-07-07
9,USA,USA,724.0,724.0,-1.0,CONCACAF,2004-06-09
8,USA,USA,724.0,722.0,3.0,CONCACAF,2004-05-12
11,USA,USA,722.0,725.0,1.0,CONCACAF,2004-04-14
12,USA,USA,725.0,729.0,-1.0,CONCACAF,2004-03-17
11,USA,USA,729.0,732.0,0.0,CONCACAF,2004-02-18
11,USA,USA,732.0,732.0,0.0,CONCACAF,2004-01-14
11,USA,USA,732.0,732.0,1.0,CONCACAF,2003-12-15
12,USA,USA,732.0,731.0,0.0,CONCACAF,2003-11-19
12,USA,USA,731.0,731.0,-1.0,CONCACAF,2003-10-22
11,USA,USA,731.0,731.0,-2.0,CONCACAF,2003-09-24
9,USA,USA,731.0,731.0,0.0,CONCACAF,2003-08-27
9,USA,USA,731.0,717.0,0.0,CONCACAF,2003-07-30
9,USA,USA,717.0,715.0,1.0,CONCACAF,2003-06-25
10,USA,USA,715.0,719.0,0.0,CONCACAF,2003-05-21
10,USA,USA,719.0,723.0,0.0,CONCACAF,2003-04-23
10,USA,USA,723.0,721.0,0.0,CONCACAF,2003-03-26
10,USA,USA,721.0,723.0,0.0,CONCACAF,2003-02-19
10,USA,USA,723.0,723.0,0.0,CONCACAF,2003-01-15
10,USA,USA,723.0,720.0,-1.0,CONCACAF,2002-12-18
9,USA,USA,720.0,719.0,1.0,CONCACAF,2002-11-20
10,USA,USA,719.0,720.0,-2.0,CONCACAF,2002-10-23
8,USA,USA,720.0,714.0,2.0,CONCACAF,2002-09-18
10,USA,USA,714.0,712.0,1.0,CONCACAF,2002-08-14
11,USA,USA,712.0,690.0,2.0,CONCACAF,2002-07-03
13,USA,USA,690.0,694.0,0.0,CONCACAF,2002-05-15
13,USA,USA,694.0,702.0,0.0,CONCACAF,2002-04-17
13,USA,USA,702.0,696.0,0.0,CONCACAF,2002-03-20
13,USA,USA,696.0,662.0,11.0,CONCACAF,2002-02-13
24,USA,USA,662.0,662.0,0.0,CONCACAF,2002-01-16
24,USA,USA,662.0,666.0,-3.0,CONCACAF,2001-12-19
21,USA,USA,666.0,670.0,-2.0,CONCACAF,2001-11-21
19,USA,USA,670.0,660.0,0.0,CONCACAF,2001-10-17
19,USA,USA,660.0,670.0,-3.0,CONCACAF,2001-09-19
16,USA,USA,670.0,672.0,0.0,CONCACAF,2001-08-22
16,USA,USA,672.0,665.0,1.0,CONCACAF,2001-07-18
17,USA,USA,665.0,666.0,-2.0,CONCACAF,2001-06-20
15,USA,USA,666.0,659.0,3.0,CONCACAF,2001-05-16
18,USA,USA,659.0,655.0,0.0,CONCACAF,2001-04-11
18,USA,USA,655.0,657.0,-2.0,CONCACAF,2001-03-14
16,USA,USA,657.0,659.0,0.0,CONCACAF,2001-02-14
16,USA,USA,659.0,659.0,0.0,CONCACAF,2001-01-17
16,USA,USA,659.0,648.0,2.0,CONCACAF,2000-12-20
18,USA,USA,648.0,648.0,0.0,CONCACAF,2000-11-15
18,USA,USA,648.0,646.0,1.0,CONCACAF,2000-10-11
19,USA,USA,646.0,627.0,2.0,CONCACAF,2000-09-06
21,USA,USA,627.0,639.0,-1.0,CONCACAF,2000-08-09
20,USA,USA,639.0,634.0,-1.0,CONCACAF,2000-07-05
19,USA,USA,634.0,635.0,0.0,CONCACAF,2000-06-07
19,USA,USA,635.0,638.0,-1.0,CONCACAF,2000-05-10
18,USA,USA,638.0,637.0,2.0,CONCACAF,2000-04-12
20,USA,USA,637.0,628.0,2.0,CONCACAF,2000-03-15
22,USA,USA,628.0,619.0,0.0,CONCACAF,2000-02-16
22,USA,USA,619.0,620.0,0.0,CONCACAF,2000-01-19
22,USA,USA,620.0,623.0,-1.0,CONCACAF,1999-12-22
21,USA,USA,623.0,621.0,1.0,CONCACAF,1999-11-17
22,USA,USA,621.0,621.0,-2.0,CONCACAF,1999-10-13
20,USA,USA,621.0,623.0,1.0,CONCACAF,1999-09-15
21,USA,USA,623.0,594.0,9.0,CONCACAF,1999-08-18
30,USA,USA,594.0,592.0,1.0,CONCACAF,1999-07-21
31,USA,USA,592.0,596.0,-7.0,CONCACAF,1999-06-16
24,USA,USA,596.0,600.0,0.0,CONCACAF,1999-05-19
24,USA,USA,600.0,603.0,-1.0,CONCACAF,1999-04-21
23,USA,USA,603.0,603.0,0.0,CONCACAF,1999-03-24
23,USA,USA,603.0,605.0,0.0,CONCACAF,1999-02-24
23,USA,USA,605.0,55.0,0.0,CONCACAF,1999-01-27
23,USA,USA,55.0,55.0,-1.0,CONCACAF,1998-12-23
22,USA,USA,55.0,57.0,-5.0,CONCACAF,1998-11-18
17,USA,USA,57.0,57.0,0.0,CONCACAF,1998-10-21
17,USA,USA,57.0,57.0,1.0,CONCACAF,1998-09-16
18,USA,USA,57.0,57.0,1.0,CONCACAF,1998-08-19
19,USA,USA,57.0,58.0,-8.0,CONCACAF,1998-07-15
11,USA,USA,58.0,57.0,4.0,CONCACAF,1998-05-20
15,USA,USA,57.0,58.0,1.0,CONCACAF,1998-04-22
16,USA,USA,58.0,59.0,-4.0,CONCACAF,1998-03-18
12,USA,USA,59.0,54.0,14.0,CONCACAF,1998-02-18
26,USA,USA,54.0,54.0,3.0,CONCACAF,1997-12-23
29,USA,USA,54.0,52.0,6.0,CONCACAF,1997-11-19
35,USA,USA,52.0,52.0,-3.0,CONCACAF,1997-10-17
32,USA,USA,52.0,52.0,-4.0,CONCACAF,1997-09-17
28,USA,USA,52.0,52.0,-2.0,CONCACAF,1997-08-20
26,USA,USA,52.0,52.0,0.0,CONCACAF,1997-07-16
26,USA,USA,52.0,53.0,0.0,CONCACAF,1997-06-18
26,USA,USA,53.0,53.0,-5.0,CONCACAF,1997-05-14
21,USA,USA,53.0,52.0,1.0,CONCACAF,1997-04-09
22,USA,USA,52.0,55.0,-4.0,CONCACAF,1997-02-27
18,USA,USA,55.0,54.0,-2.0,CONCACAF,1996-12-18
16,USA,USA,54.0,51.0,9.0,CONCACAF,1996-11-20
25,USA,USA,51.0,53.0,-7.0,CONCACAF,1996-10-23
18,USA,USA,53.0,51.0,2.0,CONCACAF,1996-09-25
20,USA,USA,51.0,53.0,-3.0,CONCACAF,1996-08-28
17,USA,USA,53.0,53.0,-3.0,CONCACAF,1996-07-03
14,USA,USA,53.0,54.0,0.0,CONCACAF,1996-05-22
14,USA,USA,54.0,53.0,0.0,CONCACAF,1996-04-24
14,USA,USA,53.0,54.0,1.0,CONCACAF,1996-02-21
15,USA,USA,54.0,51.0,4.0,CONCACAF,1996-01-24
19,USA,USA,51.0,51.0,0.0,CONCACAF,1995-12-19
19,USA,USA,51.0,51.0,0.0,CONCACAF,1995-11-21
19,USA,USA,51.0,48.0,3.0,CONCACAF,1995-10-17
22,USA,USA,48.0,50.0,-3.0,CONCACAF,1995-09-19
19,USA,USA,50.0,50.0,1.0,CONCACAF,1995-08-22
20,USA,USA,50.0,42.0,14.0,CONCACAF,1995-07-25
34,USA,USA,42.0,46.0,-7.0,CONCACAF,1995-06-13
27,USA,USA,46.0,47.0,-5.0,CONCACAF,1995-05-16
22,USA,USA,47.0,48.0,0.0,CONCACAF,1995-04-19
22,USA,USA,48.0,48.0,1.0,CONCACAF,1995-02-20
23,USA,USA,48.0,48.0,1.0,CONCACAF,1994-12-20
24,USA,USA,48.0,48.0,-1.0,CONCACAF,1994-11-22
23,USA,USA,48.0,48.0,-1.0,CONCACAF,1994-10-25
22,USA,USA,48.0,48.0,0.0,CONCACAF,1994-09-13
22,USA,USA,48.0,47.0,1.0,CONCACAF,1994-07-21
23,USA,USA,47.0,46.0,0.0,CONCACAF,1994-06-14
23,USA,USA,46.0,46.0,0.0,CONCACAF,1994-05-17
23,USA,USA,46.0,47.0,-2.0,CONCACAF,1994-04-19
21,USA,USA,47.0,47.0,0.0,CONCACAF,1994-03-15
21,USA,USA,47.0,46.0,1.0,CONCACAF,1994-02-15
22,USA,USA,46.0,45.0,5.0,CONCACAF,1993-12-23
27,USA,USA,45.0,45.0,-1.0,CONCACAF,1993-11-19
26,USA,USA,45.0,45.0,0.0,CONCACAF,1993-10-22
26,USA,USA,45.0,44.0,2.0,CONCACAF,1993-09-23
28,USA,USA,44.0,43.0,-4.0,CONCACAF,1993-08-08
24,USA,USA,43.0,0.0,,CONCACAF,1992-12-31
40,Paraguay,PAR,1503.5,1501.5,0.0,CONMEBOL,2026-04-01
40,Paraguay,PAR,1501.5,1501.5,-1.0,CONMEBOL,2026-01-19
39,Paraguay,PAR,1501.5,1501.5,0.0,CONMEBOL,2025-12-22
39,Paraguay,PAR,1501.5,1498.15,0.0,CONMEBOL,2025-11-19
39,Paraguay,PAR,1498.15,1501.01,-2.0,CONMEBOL,2025-10-17
37,Paraguay,PAR,1501.01,1486.69,6.0,CONMEBOL,2025-09-18
43,Paraguay,PAR,1486.69,1475.93,5.0,CONMEBOL,2025-07-10
48,Paraguay,PAR,1475.93,1458.26,5.0,CONMEBOL,2025-04-03
53,Paraguay,PAR,1458.26,1458.26,0.0,CONMEBOL,2024-12-19
53,Paraguay,PAR,1458.26,1440.78,2.0,CONMEBOL,2024-11-28
55,Paraguay,PAR,1440.78,1423.98,2.0,CONMEBOL,2024-10-24
57,Paraguay,PAR,1423.98,1396.8,5.0,CONMEBOL,2024-09-19
62,Paraguay,PAR,1396.8,1427.11,-4.0,CONMEBOL,2024-07-18
58,Paraguay,PAR,1427.11,1430.73,-2.0,CONMEBOL,2024-06-20
56,Paraguay,PAR,1430.73,1430.73,0.0,CONMEBOL,2024-04-04
56,Paraguay,PAR,1430.73,1430.73,-3.0,CONMEBOL,2024-02-15
53,Paraguay,PAR,1430.73,1430.73,0.0,CONMEBOL,2023-12-21
53,Paraguay,PAR,1430.73,1436.96,0.0,CONMEBOL,2023-11-30
53,Paraguay,PAR,1436.96,1432.08,-1.0,CONMEBOL,2023-10-26
52,Paraguay,PAR,1432.08,1442.64,-3.0,CONMEBOL,2023-09-21
49,Paraguay,PAR,1442.64,1442.64,-1.0,CONMEBOL,2023-07-20
48,Paraguay,PAR,1442.64,1440.65,0.0,CONMEBOL,2023-06-29
48,Paraguay,PAR,1440.65,1445.06,-2.0,CONMEBOL,2023-04-06
46,Paraguay,PAR,1445.06,1448.77,1.0,CONMEBOL,2022-12-22
47,Paraguay,PAR,1448.77,1440.13,3.0,CONMEBOL,2022-10-06
50,Paraguay,PAR,1440.13,1440.13,0.0,CONMEBOL,2022-08-25
50,Paraguay,PAR,1440.13,1443.3,0.0,CONMEBOL,2022-06-23
50,Paraguay,PAR,1443.3,1440.53,0.0,CONMEBOL,2022-03-31
50,Paraguay,PAR,1440.53,1454.52,-7.0,CONMEBOL,2022-02-10
43,Paraguay,PAR,1454.52,1454.52,0.0,CONMEBOL,2021-12-23
43,Paraguay,PAR,1454.52,1461.28,-5.0,CONMEBOL,2021-11-19
38,Paraguay,PAR,1461.28,1484.31,-3.0,CONMEBOL,2021-10-21
35,Paraguay,PAR,1484.31,1483.49,-2.0,CONMEBOL,2021-09-16
33,Paraguay,PAR,1483.49,1476.02,2.0,CONMEBOL,2021-08-12
35,Paraguay,PAR,1476.02,1476.02,0.0,CONMEBOL,2021-05-27
35,Paraguay,PAR,1476.02,1476.0,0.0,CONMEBOL,2021-04-07
35,Paraguay,PAR,1476.0,1476.0,-1.0,CONMEBOL,2021-02-18
34,Paraguay,PAR,1476.0,1476.0,0.0,CONMEBOL,2020-12-10
34,Paraguay,PAR,1476.0,1476.0,1.0,CONMEBOL,2020-11-27
35,Paraguay,PAR,1476.0,1461.0,5.0,CONMEBOL,2020-10-22
40,Paraguay,PAR,1461.0,1461.0,1.0,CONMEBOL,2020-09-17
41,Paraguay,PAR,1461.0,1461.0,0.0,CONMEBOL,2020-07-16
41,Paraguay,PAR,1461.0,1461.0,0.0,CONMEBOL,2020-06-11
41,Paraguay,PAR,1461.0,1461.0,0.0,CONMEBOL,2020-04-09
41,Paraguay,PAR,1461.0,1461.0,-1.0,CONMEBOL,2020-02-20
40,Paraguay,PAR,1461.0,1461.0,0.0,CONMEBOL,2019-12-19
40,Paraguay,PAR,1461.0,1458.0,1.0,CONMEBOL,2019-11-27
41,Paraguay,PAR,1458.0,1462.0,-1.0,CONMEBOL,2019-10-24
40,Paraguay,PAR,1462.0,1464.0,-1.0,CONMEBOL,2019-10-13
39,Paraguay,PAR,1464.0,1468.0,-3.0,CONMEBOL,2019-07-25
36,Paraguay,PAR,1468.0,1467.0,0.0,CONMEBOL,2019-06-14
36,Paraguay,PAR,1467.0,1476.0,-3.0,CONMEBOL,2019-04-04
33,Paraguay,PAR,1476.0,1476.0,-1.0,CONMEBOL,2019-02-07
32,Paraguay,PAR,1476.0,1476.0,0.0,CONMEBOL,2018-12-20
32,Paraguay,PAR,1476.0,1477.0,-1.0,CONMEBOL,2018-11-29
31,Paraguay,PAR,1477.0,1477.0,0.0,CONMEBOL,2018-10-25
31,Paraguay,PAR,1477.0,1477.0,-1.0,CONMEBOL,2018-09-20
30,Paraguay,PAR,1477.0,1480.0,2.0,CONMEBOL,2018-08-16
33,Paraguay,PAR,1863.0,1866.0,0.0,CONMEBOL,2018-07-01
32,Paraguay,PAR,773.0,737.0,0.0,CONMEBOL,2018-06-07
32,Paraguay,PAR,737.0,737.0,0.0,CONMEBOL,2018-05-17
32,Paraguay,PAR,737.0,816.0,-2.0,CONMEBOL,2018-04-12
30,Paraguay,PAR,816.0,812.0,0.0,CONMEBOL,2018-03-15
30,Paraguay,PAR,812.0,812.0,1.0,CONMEBOL,2018-02-15
31,Paraguay,PAR,812.0,812.0,-1.0,CONMEBOL,2018-01-18
30,Paraguay,PAR,812.0,812.0,0.0,CONMEBOL,2017-12-21
30,Paraguay,PAR,812.0,750.0,6.0,CONMEBOL,2017-11-23
36,Paraguay,PAR,750.0,738.0,3.0,CONMEBOL,2017-10-16
39,Paraguay,PAR,738.0,714.0,1.0,CONMEBOL,2017-09-14
40,Paraguay,PAR,714.0,714.0,0.0,CONMEBOL,2017-08-10
40,Paraguay,PAR,714.0,748.0,-4.0,CONMEBOL,2017-07-06
36,Paraguay,PAR,748.0,738.0,2.0,CONMEBOL,2017-06-01
38,Paraguay,PAR,738.0,738.0,0.0,CONMEBOL,2017-05-04
38,Paraguay,PAR,738.0,683.0,5.0,CONMEBOL,2017-04-06
43,Paraguay,PAR,683.0,683.0,-1.0,CONMEBOL,2017-03-09
42,Paraguay,PAR,683.0,684.0,-2.0,CONMEBOL,2017-02-09
40,Paraguay,PAR,684.0,684.0,0.0,CONMEBOL,2017-01-12
40,Paraguay,PAR,684.0,684.0,0.0,CONMEBOL,2016-12-22
40,Paraguay,PAR,684.0,738.0,-3.0,CONMEBOL,2016-11-24
37,Paraguay,PAR,738.0,720.0,-1.0,CONMEBOL,2016-10-20
36,Paraguay,PAR,720.0,636.0,6.0,CONMEBOL,2016-09-15
42,Paraguay,PAR,636.0,636.0,0.0,CONMEBOL,2016-08-11
42,Paraguay,PAR,636.0,638.0,2.0,CONMEBOL,2016-07-14
44,Paraguay,PAR,638.0,688.0,-5.0,CONMEBOL,2016-06-02
39,Paraguay,PAR,688.0,690.0,0.0,CONMEBOL,2016-05-05
39,Paraguay,PAR,690.0,642.0,4.0,CONMEBOL,2016-04-07
43,Paraguay,PAR,642.0,652.0,-1.0,CONMEBOL,2016-03-03
42,Paraguay,PAR,652.0,652.0,4.0,CONMEBOL,2016-02-04
46,Paraguay,PAR,652.0,647.0,0.0,CONMEBOL,2016-01-07
46,Paraguay,PAR,647.0,610.0,1.0,CONMEBOL,2015-12-03
47,Paraguay,PAR,610.0,552.0,14.0,CONMEBOL,2015-11-05
61,Paraguay,PAR,552.0,592.0,-6.0,CONMEBOL,2015-10-01
55,Paraguay,PAR,592.0,588.0,3.0,CONMEBOL,2015-09-03
58,Paraguay,PAR,588.0,603.0,-2.0,CONMEBOL,2015-08-06
56,Paraguay,PAR,603.0,382.0,29.0,CONMEBOL,2015-07-09
85,Paraguay,PAR,382.0,415.0,-4.0,CONMEBOL,2015-06-04
81,Paraguay,PAR,415.0,418.0,0.0,CONMEBOL,2015-05-07
81,Paraguay,PAR,418.0,434.0,-1.0,CONMEBOL,2015-04-09
80,Paraguay,PAR,434.0,440.0,-1.0,CONMEBOL,2015-03-12
79,Paraguay,PAR,440.0,442.0,-3.0,CONMEBOL,2015-02-12
76,Paraguay,PAR,442.0,438.0,0.0,CONMEBOL,2015-01-08
76,Paraguay,PAR,438.0,438.0,-1.0,CONMEBOL,2014-12-18
75,Paraguay,PAR,438.0,423.0,1.0,CONMEBOL,2014-11-27
76,Paraguay,PAR,423.0,514.0,-16.0,CONMEBOL,2014-10-23
60,Paraguay,PAR,514.0,564.0,-13.0,CONMEBOL,2014-09-18
47,Paraguay,PAR,564.0,566.0,1.0,CONMEBOL,2014-08-14
48,Paraguay,PAR,566.0,575.0,2.0,CONMEBOL,2014-07-17
50,Paraguay,PAR,575.0,551.0,5.0,CONMEBOL,2014-06-05
55,Paraguay,PAR,551.0,555.0,-1.0,CONMEBOL,2014-05-08
54,Paraguay,PAR,555.0,554.0,5.0,CONMEBOL,2014-04-10
59,Paraguay,PAR,554.0,603.0,-10.0,CONMEBOL,2014-03-13
49,Paraguay,PAR,603.0,607.0,2.0,CONMEBOL,2014-02-13
51,Paraguay,PAR,607.0,600.0,0.0,CONMEBOL,2014-01-16
51,Paraguay,PAR,600.0,600.0,1.0,CONMEBOL,2013-12-19
52,Paraguay,PAR,600.0,613.0,-3.0,CONMEBOL,2013-11-28
49,Paraguay,PAR,613.0,673.0,-8.0,CONMEBOL,2013-10-17
41,Paraguay,PAR,673.0,614.0,8.0,CONMEBOL,2013-09-12
49,Paraguay,PAR,614.0,622.0,-1.0,CONMEBOL,2013-08-08
48,Paraguay,PAR,622.0,640.0,-4.0,CONMEBOL,2013-07-04
44,Paraguay,PAR,640.0,634.0,0.0,CONMEBOL,2013-06-06
44,Paraguay,PAR,634.0,643.0,-1.0,CONMEBOL,2013-05-09
43,Paraguay,PAR,643.0,640.0,-5.0,CONMEBOL,2013-04-11
38,Paraguay,PAR,640.0,681.0,-3.0,CONMEBOL,2013-03-14
35,Paraguay,PAR,681.0,682.0,0.0,CONMEBOL,2013-02-14
35,Paraguay,PAR,682.0,666.0,2.0,CONMEBOL,2013-01-17
37,Paraguay,PAR,666.0,690.0,-2.0,CONMEBOL,2012-12-19
35,Paraguay,PAR,690.0,665.0,3.0,CONMEBOL,2012-11-07
38,Paraguay,PAR,665.0,728.0,-9.0,CONMEBOL,2012-10-03
29,Paraguay,PAR,728.0,747.0,-2.0,CONMEBOL,2012-09-05
27,Paraguay,PAR,747.0,772.0,-2.0,CONMEBOL,2012-08-08
25,Paraguay,PAR,772.0,833.0,-3.0,CONMEBOL,2012-07-04
22,Paraguay,PAR,833.0,801.0,3.0,CONMEBOL,2012-06-06
25,Paraguay,PAR,801.0,803.0,0.0,CONMEBOL,2012-05-09
25,Paraguay,PAR,803.0,791.0,0.0,CONMEBOL,2012-04-11
25,Paraguay,PAR,791.0,781.0,2.0,CONMEBOL,2012-03-07
27,Paraguay,PAR,781.0,775.0,0.0,CONMEBOL,2012-02-15
27,Paraguay,PAR,775.0,795.0,-3.0,CONMEBOL,2012-01-18
24,Paraguay,PAR,795.0,795.0,0.0,CONMEBOL,2011-12-21
24,Paraguay,PAR,795.0,785.0,4.0,CONMEBOL,2011-11-23
28,Paraguay,PAR,785.0,825.0,-4.0,CONMEBOL,2011-10-19
24,Paraguay,PAR,825.0,807.0,1.0,CONMEBOL,2011-09-21
25,Paraguay,PAR,807.0,804.0,1.0,CONMEBOL,2011-08-24
26,Paraguay,PAR,804.0,743.0,6.0,CONMEBOL,2011-07-27
32,Paraguay,PAR,743.0,847.0,-9.0,CONMEBOL,2011-06-29
23,Paraguay,PAR,847.0,843.0,0.0,CONMEBOL,2011-05-18
23,Paraguay,PAR,843.0,835.0,1.0,CONMEBOL,2011-04-13
24,Paraguay,PAR,835.0,832.0,0.0,CONMEBOL,2011-03-09
24,Paraguay,PAR,832.0,832.0,0.0,CONMEBOL,2011-02-02
24,Paraguay,PAR,832.0,832.0,0.0,CONMEBOL,2011-01-12
24,Paraguay,PAR,832.0,850.0,-1.0,CONMEBOL,2010-12-15
23,Paraguay,PAR,850.0,840.0,1.0,CONMEBOL,2010-11-17
24,Paraguay,PAR,840.0,904.0,-7.0,CONMEBOL,2010-10-20
17,Paraguay,PAR,904.0,961.0,-2.0,CONMEBOL,2010-09-15
15,Paraguay,PAR,961.0,961.0,1.0,CONMEBOL,2010-08-11
16,Paraguay,PAR,961.0,820.0,15.0,CONMEBOL,2010-07-14
31,Paraguay,PAR,820.0,822.0,-1.0,CONMEBOL,2010-05-26
30,Paraguay,PAR,822.0,855.0,-7.0,CONMEBOL,2010-04-28
23,Paraguay,PAR,855.0,815.0,6.0,CONMEBOL,2010-03-31
